sentence	error label	split	label
Det finns många nya ord och inte bara för unga , utan vi som är vuxna kan också tycka om orden som finns här .	L-W	train	0
Till slut , i klimaxfasen  , då hade mamman blivit mördad av pappan och de andra om det inte varit flickan hade för .	O-Comp	train	0
Han börjar samtidigt få tryck från släkten hemma i Kurdistan för att han inte har tagit in sin hustru till landet .	L-Der	train	1
En del tycker att det kan vara snabbare att betala svart för en tjänst medan andra tycker att man inte bör betala svart för en tjänst , eftersom alla måste vänta i sin tur .	L-W	train	1
En dag hade han rest utanför från B-land .	L-W	train	1
Ibland när vi åkte dit på söndagarna hittade vi inte plats där eftersom en del människor i A-land inte jobbar på söndagarna och då åker de med sina barn till sjön och badar , därför hittade vi ingen plats .	L-W	train	1
En partiledare tycker att det första kravet är att människor först måste få godkänt språkbetyg med ett prov .	L-W	train	0
Tydligen ska jag inte gå på kursen så jag tycker att det är bäst att be om att få pengarna tillbaka .	L-W	train	0
Omvänt använder jag kläder som andra har på sig som ett tecken av deras åsikter och sociala grupp .	L-W	train	1
C-stad ligger i söder i D-land och det blir jättevarmt på somrarna .	O-Comp	train	0
För det första finns det många människor som gillar att vara på en park för ridäventyr , men det är svårt på grund av läget , de måste åka till Segerstad för att kunna vara i en park för ridäventyr , och man behöver två timmar för att åka dit och två timmar för att återkomma .	L-W	train	1
Det finns många affärer och restauranger mit i mot lägenheten .	O-Comp	train	1
På kvällen går du på gym .	L-W	train	0
Det tog mer än sex månader för mig att prata om mina känslor med Sara .	L-W	train	0
Medan andra dagar så kan jag ibland enbart ta på mig ett par mjukisbyxor med en t-shirt och bara lägga mig i soffan och ta det lugnt .	L-W	train	1
Han benämner även den äldre generationen som den troligtvis sista generationen som håller fast vid svenska genom att uppdatera sig med t.ex. svenska tevekanaler , tidningar och så vidare .	L-W	train	1
Under en olycka då deras hem bränd , då räddade den äldre sin lillebror men dog själv , och efter några månader dog lillebrodern också och de träffade varandra på det ställe som storebrodern hade talat om när de levde i landet .	L-W	train	1
Det vore bra om vi kom på en sak som de behöver .	L-W	train	0
Innan han ska gå tittar han sig omkring igen för att vara säker på att han inte har missat någonting .	L-W	train	0
Cims var uppe i ett träd men han tappade kontrollen lite och bröt benet .	L-W	train	0
En del tycker ännu att de kan föda fler barn så att de kan få mer bidrag och inte behöver jobba .	L-W	train	1
Jämställdhet och jämlikhet gör att alla har en chans att hjälpa till med lyckan och skönheten .	L-W	train	0
Jamaika skrev och hon genomförde allt .	L-W	train	0
Andreas börjar texten med att redogöra för hatet som finns i Norge för nynorska och hur tusentals olika mänskor på Facebook vill förbjuda nynorska helt och hållet inom Norge .	L-W	train	1
Hatkärleken är nästan omöjlig att se i denna historia men enligt mig så ser man den när man kollar närmare på hur lillasyster kan vara oberörd av sin stora syster i vissa situationer , som om det vore en hämnd .	O-Comp	train	1
De här metoderna har krediterats med kulturutbyten och mänskliga framsteg i allmänhet .	L-W	train	1
Man måste bygga upp sig själv för att minska risken för det här fenomenet .	L-W	train	0
” Men vem är patient om hon redan har smittats av corona ?	L-FL	train	1
Sedan träffades vi många gånger och nu bor vi tillsammans .	L-W	train	0
␤ $$$$ heter jag och jag studerar på sfi i 3D-kursen .	L-W	train	1
En värld där människor bara springer efter pengar är bedrövlig .	L-W	train	0
Då gick jag på en promenad till katolska katedralen i närheten .	L-W	train	0
Oavsett hur mycket pappan än anstränger sig , lyckas pappan inte med att försätta deras äktenskap .	L-W	train	1
Det första som man träffar på i ett litterärt verk är anslaget .	L-W	train	0
Författaren Astrid Lindgren vill säga att det finns brist på kärlek mellan syskon medan författaren Arkan Asad vill förmedla att kärlek inom familjen , speciellt mellan fadern och barnet , i den utländska familjen mest handlar om respekt och heder samt att de flesta kärleksrelationer i traditionella länder är påtvingade och att det inte är äkta kärlek .	L-W	train	0
Det som är likt i alla texter när de pratar om minoritetsspråken i Norge och Finland är att många i båda länderna tycker att minoritetsspråken borde förbjudas eller att minoritetsspråken har för mycket makt inom landet .	L-W	train	1
Flera sociala media företag utnyttjar oss utifrån våra behov och vi kan inte upptäcka eller känna att vi har blivit lurade .	O-Comp	train	1
Författaren börjar med att beskriva den långa Finland , Sverige historien och hur Finland gång i tiden en var en del av Sverige , vilket är anledningen till varför det finns svensktalande i Finland idag .	O-Comp	train	1
Det är inte stor skillnad här i Norrby , bara att vintern i B-land är mycket kortare så jag tycker att det är bättre .	L-Der	train	0
Detta syns inte så tydligt i anslaget , fördjupningen och presentationsfasen som man förväntar sig , men man kan gissa det när de presenterar lorderna och att mamman försöker undvika prinsessan med sina barnsliga vanor och även vill att prinsessan ska växa upp och sköta sina plikter och försöka komma in i en vuxen värld .	L-W	train	1
Laga mat för henne .	L-W	train	1
Först och främst känner vi alla till bilavgaser och hur negativa de är för oss och vår planet .	L-W	train	0
De bestämmer sig för att ta sina egna liv , eftersom den äldre brodern har blivit förlamad , så att de båda ska vara friska i den nya världen .	L-W	train	1
I samma artikel nämns Henrik Meiner , professor i historia vid Helsingfors universitet , och han tar upp begreppen finländare och finlandssvenskar som benämning på landets svenskspråkiga medborgare .	L-W	train	0
Men det är svårt för mig , jag behöver pengar för liv och betala för mitt hus .	L-W	train	1
Jag har valt henne för att jag kommer från ett annat land så jag vet hur svårt det är att leva i ett annat land .	L-W	train	0
Den stan har mycket fin natur och en sjö , du kan gå på promenad med vänner på skogen , och cykla .	L-W	train	1
Det här är några viktiga händelser : ␤ • 1879 gavs Röda rummet ut i Sverige .	L-W	train	0
När mamman kom tillbaka till barnhemmet för att hälsa på Christina stoppade personalen som jobbade på barnhemmet henne för att Christina inte fick träffa sin mamma , inte ens när hon såg mamman på dörren .	L-W	train	1
Killen nekar till att gifta sig med sin kusin , accepterar det inte och kämpar mot pappans vilja mot sin egen vilja .	L-W	train	1
på andra sidan finns det människor som har så mycket pengar att de kan köpa halva världen .	L-W	train	1
Jag tror också att ekonomi spelar en viktig roll inom samhället idag .	L-W	train	1
Jag tror inte att de följer någon special struktur men de har en bra regering där de har en kollektiv tanke och vill ha ett jämlikt land .	L-Der	train	1
På den tiden och exakt 1957 fanns 26 stycken mobiltelefoner .	O-Comp	train	0
Jag heter Johan och jag bor på Drottninggatan 44 jätte nära från var jag är nu .	O-Comp	train	1
Tack för ditt mejl och grattis till ditt nya liv och ditt nya jobb .	L-W	train	0
Vad kan vara viktigare än biblioteket här i området ?	L-W	train	0
Många lägenheter och hus är gamla och har dålig energinivå .	O-Comp	train	0
Det ser man när äldsta systern lämnar slottet efter att hennes magiska krafter har avslöjats för bönderna och lillasyster som inte har magiska krafter letar efter sin storasyster för att få henne att komma tillbaka dit där hon hör hemma .	O-Comp	train	0
Till exempel , det finns människor som tycker om att bära kläder från sin kultur vilket är bra för att de representerar deras ursprung .	L-Der	train	0
Kvinnor började har fler rättigheter : att rösta , att jobba och att ha sina egna pengar .	L-W	train	1
De är alltid stolta och brukar säga till andra grupper att deras favorit basketbol lag är dåliga på att spela och att deras lag är bäst .	O-Comp	train	1
Därför att för alla finns det begränsningar , snällen har det också .	L-Der	train	1
Språket är viktigt för en själv , det kan vara att fixa problem eller om att berätta om sin känsla .	L-W	train	1
Aspekterna på nackdelar är de som betalar svart för en tjänst .	L-W	train	1
Dessutom , om någon misstar sig skulle det också fungera som ett föredöme för hur man kan undvika eller beriktiga något som anses oacceptabelt eller omoraliskt eftersom det inte finns människor som är perfekta .	L-W	train	1
Om vi tycker att vi är missnöjda på grund av vårt land ( yttre faktorer ) och inte gör någonting , då kommer vi att leva utan glädje .	L-W	train	0
Dessutom är begreppet ” millennial ” väldigt negativt och nedsättande , eftersom millennials ofta brukar anklagas för att vara lata i arbetet och kunna ta sig fram i livet på grund av deras karaktär och världsbild .	L-W	train	0
Efter det ser man två huvudkaraktärer som heter Anna och Elsa .	O-Comp	train	0
Om omgivningen är ens familj , sambo eller bästa vän , då är det bättre att lyssna på dem och försöka förstå varför de säger så och försöka titta på sig själv , eftersom nära och kära bara vill gott för sin omgivning , och jag brukar alltid räckna deras åsikt .	L-W	train	1
Jag har planerat att börja en engelskakurs därför att jag har hittat ett jobb men de sa att jag måste lära mig engelska .	O-Comp	train	0
De ligger på första plats i denna ligan !	L-W	train	1
Men den ändras jätteofta för att människor vill ha mer .	L-W	train	0
Jag tänker på henne kanske två eller tre gånger om dagen , men nu har hon en pojkvän och hon ser glad ut och därför är jag också glad för hennes skull .	L-W	train	0
Det är viktigen mycket viktigt för stan , för att det finns ingen sol här på vintern .	L-W	train	1
För det andra , den som har stressat , har bråkat med någon annan eller har svårt att koncentrera sig i lektionen , hen lär sig mindre än andra och får sämre betyg .	L-W	train	1
Boken är en roman som handlar om en viljestark , ung kille som tvingas välja mellan att antingen ingå ett oönskat äktenskap där han får behålla sin familj eller att välja sin frihet och självständighet men förlora sin familj .	L-W	train	1
Jag tror det är bättre att lärarna frågar de eleverna direkt .	L-W	train	0
Det beror också på vad som anses som moral eller etik i ett visst sammanhang och under vilken tidsperiod .	L-W	train	1
Det andra som jag tänkte är att manen kan bo i harmoni med naturen här , och jag kände glädje över det .	L-W	train	1
